Altium Designer Pick and Place Locations
C:\Users\schwarz\AppData\Local\TempReleases\Snapshot\2\Assembly foxBMS_14cell_BMS-Slave_NXP775A_minimal\pnp-data\Pick Place for slave-14-mc33775(foxBMS_14cell_BMS-Slave_NXP775A_minimal).csv

========================================================================================================================
File Design Information:

Date:       18-12-24
Time:       10:26
Revision:   Not in VersionControl
Variant:    foxBMS_14cell_BMS-Slave_NXP775A_minimal
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description","Height(mm)"
"3.3V_DCDC","Testpoint_Square","TopLayer","Testpoint_S1","142.2400","51.4350","90","Testpoint, square","0.0000"
"3.3V_LDO","Testpoint_Square","TopLayer","Testpoint_S1","56.2400","63.2570","90","Testpoint, square","0.0000"
"ALARM_OUT","Testpoint_Square","TopLayer","Testpoint_S1","113.6650","36.5125","90","Testpoint, square","0.0000"
"C500","47n/100V","TopLayer","CAPC1608X08N","69.2150","27.9400","90","MLCC","0.8000"
"C501","47n/100V","TopLayer","CAPC1608X08N","69.2150","34.2900","270","MLCC","0.8000"
"C502","47n/100V","TopLayer","CAPC1608X08N","89.5350","27.9400","90","MLCC","0.8000"
"C503","47n/100V","TopLayer","CAPC1608X08N","89.5350","34.2900","270","MLCC","0.8000"
"C504","47n/100V","TopLayer","CAPC1608X08N","71.7550","27.9400","90","MLCC","0.8000"
"C505","47n/100V","TopLayer","CAPC1608X08N","71.7550","34.2900","270","MLCC","0.8000"
"C506","47n/100V","TopLayer","CAPC1608X08N","92.0750","27.9400","90","MLCC","0.8000"
"C507","47n/100V","TopLayer","CAPC1608X08N","92.0750","34.2900","270","MLCC","0.8000"
"C508","47n/100V","TopLayer","CAPC1608X08N","74.2950","27.9400","90","MLCC","0.8000"
"C509","47n/100V","TopLayer","CAPC1608X08N","74.2950","34.2900","270","MLCC","0.8000"
"C510","47n/100V","TopLayer","CAPC1608X08N","94.6150","27.9400","90","MLCC","0.8000"
"C511","47n/100V","TopLayer","CAPC1608X08N","94.6150","34.2900","270","MLCC","0.8000"
"C512","47n/100V","TopLayer","CAPC1608X08N","76.8350","27.9400","90","MLCC","0.8000"
"C513","47n/100V","TopLayer","CAPC1608X08N","76.8350","34.2900","270","MLCC","0.8000"
"C514","47n/100V","TopLayer","CAPC1608X08N","97.1550","27.9400","90","MLCC","0.8000"
"C515","47n/100V","TopLayer","CAPC1608X08N","97.1550","34.2900","270","MLCC","0.8000"
"C516","47n/100V","TopLayer","CAPC1608X08N","79.3750","27.9400","90","MLCC","0.8000"
"C517","47n/100V","TopLayer","CAPC1608X08N","79.3750","34.2900","270","MLCC","0.8000"
"C518","47n/100V","TopLayer","CAPC1608X08N","99.6950","27.9400","90","MLCC","0.8000"
"C519","47n/100V","TopLayer","CAPC1608X08N","99.6950","34.2900","270","MLCC","0.8000"
"C520","47n/100V","TopLayer","CAPC1608X08N","81.9150","27.9400","90","MLCC","0.8000"
"C521","47n/100V","TopLayer","CAPC1608X08N","81.9150","34.2900","270","MLCC","0.8000"
"C522","47n/100V","TopLayer","CAPC1608X08N","102.2350","27.9400","90","MLCC","0.8000"
"C523","47n/100V","TopLayer","CAPC1608X08N","102.2350","34.2900","270","MLCC","0.8000"
"C524","47n/100V","TopLayer","CAPC1608X08N","84.4550","27.9400","90","MLCC","0.8000"
"C525","47n/100V","TopLayer","CAPC1608X08N","84.4550","34.2900","270","MLCC","0.8000"
"C526","47n/100V","TopLayer","CAPC1608X08N","104.7750","27.9400","90","MLCC","0.8000"
"C527","47n/100V","TopLayer","CAPC1608X08N","104.7750","34.2900","270","MLCC","0.8000"
"C528","47n/100V","TopLayer","CAPC1608X08N","86.9950","27.9400","90","MLCC","0.8000"
"C529","47n/100V","TopLayer","CAPC1608X08N","86.9950","34.2900","270","MLCC","0.8000"
"C530","47n/100V","TopLayer","CAPC1608X08N","96.8375","19.6850","270","MLCC","0.8000"
"C531","47n/100V","TopLayer","CAPC1608X08N","100.3300","19.6600","90","MLCC","0.8000"
"C600","47n/100V","TopLayer","CAPC1608X08N","68.8975","39.0950","270","MLCC","0.8000"
"C601","100n/100V","TopLayer","CAPC1608X08N","77.1525","39.0950","270","MLCC","0.8000"
"C602","220p/50V","TopLayer","CAPC1608X08N","140.7082","40.0050","180","MLCC","0.8000"
"C603","100n/100V","TopLayer","CAPC1608X08N","69.2150","45.0025","90","MLCC","0.8000"
"C604","100n/100V","TopLayer","CAPC1608X08N","71.1200","45.0025","90","MLCC","0.8000"
"C605","100n/100V","TopLayer","CAPC1608X08N","73.0250","45.0025","90","MLCC","0.8000"
"C606","100n/100V","TopLayer","CAPC1608X08N","74.9300","45.0025","90","MLCC","0.8000"
"C607","10n/100V","TopLayer","CAPC1608X08N","137.9766","43.1800","270","MLCC","0.8000"
"C608","220p/50V","TopLayer","CAPC1608X08N","135.2450","40.0050","180","MLCC","0.8000"
"C609","220p/50V","TopLayer","CAPC1608X08N","124.8332","40.0050","180","MLCC","0.8000"
"C610","10n/100V","TopLayer","CAPC1608X08N","122.1016","43.1800","270","MLCC","0.8000"
"C611","470n/50V","TopLayer","CAPC1608X08N","79.3750","60.2500","270","MLCC","0.8000"
"C612","220p/50V","TopLayer","CAPC1608X08N","119.3700","40.0050","180","MLCC","0.8000"
"C613","100n/100V","TopLayer","CAPC1608X08N","76.8350","45.0025","90","MLCC","0.8000"
"C700","47n/100V","TopLayer","CAPC1608X08N","38.4175","79.3750","0","MLCC","0.8000"
"C701","47n/100V","TopLayer","CAPC1608X08N","46.0375","79.3750","180","MLCC","0.8000"
"C702","47n/100V","TopLayer","CAPC1608X08N","120.9675","79.3750","180","MLCC","0.8000"
"C703","47n/100V","TopLayer","CAPC1608X08N","113.3475","79.3750","0","MLCC","0.8000"
"C202_1","10n/100V","TopLayer","CAPC1608X08N","39.3700","19.6850","270","MLCC","0.8000"
"C204_1","10n/100V","TopLayer","CAPC1608X08N","62.5600","27.9400","270","MLCC","0.8000"
"C205_1","10n/100V","TopLayer","CAPC1608X08N","59.5630","27.9400","270","MLCC","0.8000"
"C206_1","10n/100V","TopLayer","CAPC1608X08N","56.5660","27.9400","270","MLCC","0.8000"
"C207_1","10n/100V","TopLayer","CAPC1608X08N","53.5690","27.9400","270","MLCC","0.8000"
"C208_1","10n/100V","TopLayer","CAPC1608X08N","50.5710","27.9400","270","MLCC","0.8000"
"C209_1","10n/100V","TopLayer","CAPC1608X08N","47.5740","27.9400","270","MLCC","0.8000"
"C210_1","10n/100V","TopLayer","CAPC1608X08N","44.5770","27.9400","270","MLCC","0.8000"
"C211_1","10n/100V","TopLayer","CAPC1608X08N","41.5800","27.9400","270","MLCC","0.8000"
"C212_1","100n/100V","TopLayer","CAPC1608X08N","62.5600","34.2900","270","MLCC","0.8000"
"C213_1","100n/100V","TopLayer","CAPC1608X08N","59.5630","34.2900","270","MLCC","0.8000"
"C214_1","100n/100V","TopLayer","CAPC1608X08N","56.5150","34.2900","270","MLCC","0.8000"
"C215_1","100n/100V","TopLayer","CAPC1608X08N","53.5690","34.2900","270","MLCC","0.8000"
"C216_1","100n/100V","TopLayer","CAPC1608X08N","50.5710","34.2900","270","MLCC","0.8000"
"C217_1","100n/100V","TopLayer","CAPC1608X08N","47.5740","34.2900","270","MLCC","0.8000"
"C218_1","100n/100V","TopLayer","CAPC1608X08N","44.5770","34.2900","270","MLCC","0.8000"
"C219_1","100n/100V","TopLayer","CAPC1608X08N","41.5800","34.2900","270","MLCC","0.8000"
"D600","DFLS1100Q-7","TopLayer","PowerDI123","66.9925","38.6525","270","Schottky Diode","1.0000"
"D602","PTVS60VS1UR","TopLayer","NEXPERIA_PTVSxS1UR","75.2475","40.9575","90","400W Transient Voltage Suppressor","1.1000"
"D603","S1MSP1-7","TopLayer","S1MSP1","71.7350","41.5925","0","1.0A surface mount glass passivated rectifier","1.0000"
"D604","PESD5V0V1BB","TopLayer","SOD523_PESD_NEXPERIA","139.9832","42.8625","90","Very low capacitance bidirectional ESD protection diode","0.6500"
"D605","PESD5V0V1BB","TopLayer","SOD523_PESD_NEXPERIA","135.9700","42.8625","90","Very low capacitance bidirectional ESD protection diode","0.6500"
"D606","PESD5V0V1BB","TopLayer","SOD523_PESD_NEXPERIA","124.1082","42.8625","90","Very low capacitance bidirectional ESD protection diode","0.6500"
"D607","PESD5V0V1BB","TopLayer","SOD523_PESD_NEXPERIA","120.0950","42.8625","90","Very low capacitance bidirectional ESD protection diode","0.6500"
"enable_DCDC","Testpoint_Square","TopLayer","Testpoint_S1","121.0325","50.4825","90","Testpoint, square","0.0000"
"GND","Testpoint_Square","TopLayer","Testpoint_S1","102.2350","17.1450","90","Testpoint, square","0.0000"
"J300","molex_microfit_3_12x2_THT","TopLayer","MOLEX_MICROFIT_12x2_THT","87.5030","8.7375","180","Micro-Fit 3.0 Right Angle Header, 3.00mm Pitch, Dual Row, 24 Circuits, with Snap-in Plastic Peg PCB Lock, Tin, Glow Wire Capable, Black, 43045-2400","8.7630"
"J301","molex_microfit_3_01x2_THT","TopLayer","MOLEX_MICROFIT_01x2_THT","135.8900","8.7375","180","Micro-Fit 3.0 Right Angle Header, 3.00mm Pitch, Dual Row, 2 Circuits, with Snap-in Plastic Peg PCB Lock, Tin, Glow Wire Capable, Black, 43045-0200","8.7630"
"J302","molex_microfit_3_01x2_THT","TopLayer","MOLEX_MICROFIT_01x2_THT","126.3650","8.7375","180","Micro-Fit 3.0 Right Angle Header, 3.00mm Pitch, Dual Row, 2 Circuits, with Snap-in Plastic Peg PCB Lock, Tin, Glow Wire Capable, Black, 43045-0200","8.7630"
"J304","molex_microfit_3_08x2_THT","TopLayer","MOLEX_MICROFIT_08x2_THT","52.0700","8.7375","180","Micro-Fit 3.0 Right Angle Header, 3.00mm Pitch, Dual Row, 16 Circuits, with Snap-in Plastic Peg PCB Lock, Tin, Glow Wire Capable, Black, 43045-1600","8.7630"
"LD600","green","TopLayer","LEDC1608X07N","74.2950","72.3900","90","TLMG1100-GS08","0.7000"
"LD601","green","TopLayer","LEDC1608X07N","65.4050","15.2400","180","TLMG1100-GS08","0.7000"
"Q600","MJD31CAJ","TopLayer","NEXPERIA_DPAK_SOT428C","85.1275","65.9725","0","100V, 3A NPN high power bipolar transistor","2.3800"
"R500","10k","TopLayer","RESC1608X05N","69.2150","31.1150","270","SMD Resistor 10k 0603","0.4500"
"R501","10k","TopLayer","RESC1608X05N","89.5350","31.1150","270","SMD Resistor 10k 0603","0.4500"
"R502","10k","TopLayer","RESC1608X05N","71.7550","31.1150","270","SMD Resistor 10k 0603","0.4500"
"R503","10k","TopLayer","RESC1608X05N","92.0750","31.1150","270","SMD Resistor 10k 0603","0.4500"
"R504","10k","TopLayer","RESC1608X05N","74.2950","31.1150","270","SMD Resistor 10k 0603","0.4500"
"R505","10k","TopLayer","RESC1608X05N","94.6150","31.1150","270","SMD Resistor 10k 0603","0.4500"
"R506","10k","TopLayer","RESC1608X05N","76.8350","31.1150","270","SMD Resistor 10k 0603","0.4500"
"R507","10k","TopLayer","RESC1608X05N","97.1550","31.1150","270","SMD Resistor 10k 0603","0.4500"
"R508","10k","TopLayer","RESC1608X05N","79.3750","31.1150","270","SMD Resistor 10k 0603","0.4500"
"R509","10k","TopLayer","RESC1608X05N","99.6950","31.1150","270","SMD Resistor 10k 0603","0.4500"
"R510","10k","TopLayer","RESC1608X05N","81.9150","31.1150","270","SMD Resistor 10k 0603","0.4500"
"R511","10k","TopLayer","RESC1608X05N","102.2350","31.1150","270","SMD Resistor 10k 0603","0.4500"
"R512","10k","TopLayer","RESC1608X05N","84.4550","31.1150","270","SMD Resistor 10k 0603","0.4500"
"R513","10k","TopLayer","RESC1608X05N","104.7750","31.1150","270","SMD Resistor 10k 0603","0.4500"
"R514","10k","TopLayer","RESC1608X05N","86.9950","31.1150","270","SMD Resistor 10k 0603","0.4500"
"R515","10k","TopLayer","RESC1608X05N","98.4250","19.6850","270","SMD Resistor 10k 0603","0.4500"
"R526","0R","TopLayer","RESC1608X05N","69.2150","19.6850","270","SMD Resistor 0R 0603","0.4500"
"R600","10R","TopLayer","RESC2012X05N","71.4375","38.3700","180","SMD Resistor 10R 0805","0.5000"
"R602","0R","TopLayer","RESC1608X05N","76.8350","74.2950","0","SMD Resistor 0R 0603","0.4500"
"R604","270R","TopLayer","RESC1608X05N","76.8350","70.4850","180","SMD Resistor 270R 0603","0.4500"
"R605","270R","TopLayer","RESC1608X05N","67.9450","14.5400","90","SMD Resistor 270R 0603","0.4500"
"R610","0R","TopLayer","RESC1608X05N","139.9832","21.5900","270","SMD Resistor 0R 0603","0.4500"
"R611","150R","TopLayer","RESC1608X05N","137.9766","40.7050","270","SMD Resistor 150R 0603","0.4500"
"R612","0R","TopLayer","RESC1608X05N","135.9700","21.5900","270","SMD Resistor 0R 0603","0.4500"
"R618","13R7","TopLayer","RESC1608X05N","81.5975","60.2250","90","SMD Resistor 13R7 0603","0.4500"
"R619","0R","TopLayer","RESC1608X05N","124.1082","21.5900","270","SMD Resistor 0R 0603","0.4500"
"R621","150R","TopLayer","RESC1608X05N","122.1016","40.7050","270","SMD Resistor 150R 0603","0.4500"
